Target,Mail
ham,"['squeeeeeze', 'christmas', 'hug', 'u', 'lik', 'frndshp', 'den', 'hug', 'back', 'u', 'get', 'u', 'r', 'cute', 'u', 'r', 'luvd', 'u', 'r', 'lucky', 'none', 'people', 'hate', 'u']"
ham,"['ok', 'anybody', 'asks', 'abt', 'u', 'tel', 'themp']"
ham,"['funny', 'fact', 'nobody', 'teach', 'volcano', 'erupt', 'tsunami', 'arise', 'hurricane', 'sway', 'aroundn', 'teach', 'hw', 'choose', 'wife', 'natural', 'disaster', 'happens']"
ham,"['gonna', 'ring', 'weekend', 'wot']"
ham,"['also', 'track', 'lighter', 'find']"
ham,"['sorry', 'cant', 'help']"
ham,"['babe', 'need', 'advice']"
ham,"['ill', 'leave', 'around', 'four', 'ok']"
ham,"['come', 'medical', 'college', 'pm', 'forward', 'da']"
ham,"['kkits', 'goodwhen', 'going']"
ham,"['make', 'lasagna', 'vodka']"
ham,"['hi', 'kate', 'u', 'give', 'ring', 'asap', 'xxx']"
ham,"['people', 'tour', 'thought', 'sofa', 'thing', 'sent', 'curious', 'sugar']"
ham,"['told', 'going', 'got', 'drunk']"
ham,"['fucking', 'chickened', 'messaged', 'would', 'late', 'woould', 'buzz', 'didnt', 'hear', 'word']"
spam,"['congratulation', 'thanks', 'good', 'friend', 'u', 'xmas', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']"
ham,"['im', 'always', 'looking', 'excuse', 'city']"
ham,"['yup', 'im', 'still', 'coffee', 'wif', 'frens', 'fren', 'drove', 'shell', 'give', 'lift']"
ham,"['shore', 'takin', 'bus']"
ham,"['u', 'gonna', 'get', 'deus', 'ex']"
ham,"['send', 'email', 'mind', 'ltgt', 'time', 'per', 'night']"
spam,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'call']"
ham,"['tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok']"
ham,"['ok', 'come', 'n', 'pick', 'u', 'engin']"
ham,"['never', 'wanted', 'tell', 'im', 'short', 'onedge', 'late']"
ham,"['raviyog', 'peripheral', 'bhayandar', 'east']"
ham,"['k', 'actually', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way']"
spam,"['new', 'voicemail', 'please', 'call']"
ham,"['moon', 'ha', 'come', 'color', 'dream', 'star', 'make', 'musical', 'sm', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night']"
ham,"['finished', 'eating', 'got', 'u', 'plate', 'leftover', 'time']"
ham,"['thanx', 'lot']"
ham,"['hurry', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starving', 'dont', 'ask', 'cooked']"
ham,"['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatty']"
ham,"['great', 'day', 'beautiful', 'one']"
ham,"['happened', 'interview']"
ham,"['solve', 'case', 'man', 'wa', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', 'wife', 'called', 'police', 'police', 'questioned', 'everyone', 'wife', 'siri', 'wa', 'sleeping', 'murder', 'took', 'place', 'cook', 'wa', 'cooking', 'gardener', 'wa', 'picking', 'vegetable', 'housemaid', 'went', 'post', 'office', 'child', 'went', 'play', 'neighbour', 'went', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']"
ham,"['badrith', 'chennaii', 'surely', 'pick', 'usno', 'competition']"
ham,"['tot', 'group', 'mate', 'lucky', 'havent', 'reply', 'wat', 'time', 'need', 'leave']"
ham,"['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe']"
ham,"['hey', 'tmr', 'maybe', 'meet', 'yck']"
ham,"['alrite', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb']"
ham,"['making', 'easy', 'pay', 'back', 'ltgt', 'yr', 'say', 'pay', 'back', 'earlier', 'get']"
ham,"['worry', 'im', 'sure', 'youll', 'get']"
ham,"['gas', 'station', 'like', 'block', 'away', 'house', 'youll', 'drive', 'right', 'since', 'armenia', 'end', 'swann', 'take', 'howard']"
spam,"['someone', 'u', 'know', 'ha', 'asked', 'dating', 'service', 'contact', 'cant', 'guess', 'call', 'revealed', 'pobox', 'lshb', 'p']"
spam,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']"
ham,"['tuition', 'hm', 'go', 'one', 'mind']"
ham,"['im', 'smoking', 'people', 'use', 'wylie', 'smoke', 'much', 'justify', 'ruining', 'shit']"
ham,"['dear', 'good', 'morning', 'feeling', 'dear']"
ham,"['little', 'med', 'say', 'take', 'every', 'hour', 'pain', 'back', 'took', 'another', 'hope', 'dont', 'die']"
ham,"['beautiful', 'tomorrow', 'never', 'come', 'come', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'dont', 'waste', 'wonderful', 'today', 'goodmorning']"
ham,"['dunno', 'lei', 'decide', 'lor', 'abt', 'leona', 'oops', 'tot', 'ben', 'going', 'n', 'msg']"
ham,"['hi', 'moved', 'pub', 'would', 'great', 'c', 'u', 'u', 'cud', 'come']"
spam,"['today', 'voda', 'number', 'ending', 'selected', 'receive', 'award', 'hava', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rate', 'app']"
spam,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgsp']"
ham,"['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']"
ham,"['ever', 'easier']"
spam,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']"
ham,"['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answering', 'everyones', 'call', 'get', 'one', 'call', 'im', 'babysitting', 'monday']"
ham,"['itll', 'tough', 'ill']"
ham,"['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']"
ham,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', 'name', 'hanuman', 'bajarangabali', 'maruti', 'pavanaputra', 'sankatmochan', 'ramaduth', 'mahaveer', 'ee', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']"
ham,"['hi', 'darlin', 'finish', 'u', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']"
ham,"['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentine', 'day']"
ham,"['im', 'surprised', 'still', 'guess', 'right', 'lor']"
ham,"['okie', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'driving', 'today']"
ham,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']"
ham,"['hi', 'darlin', 'wa', 'work', 'u', 'get', 'trouble', 'ijust', 'talked', 'mum', 'morning', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']"
ham,"['know', 'serving', 'mean']"
ham,"['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'e', 'best', 'choice', 'den', 'juz', 'take']"
ham,"['oh', 'gei', 'happend', 'tron', 'maybe', 'ill', 'dl']"
spam,"['free', 'message', 'activate', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'wwwcom']"
ham,"['know', 'girl', 'always', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']"
ham,"['worry', 'hope', 'photo', 'shoot', 'went', 'well', 'spiffing', 'fun', 'workage']"
ham,"['im', 'freezing', 'craving', 'ice', 'fml']"
ham,"['kay', 'since', 'already']"
ham,"['eh', 'sorry', 'leh', 'din', 'c', 'ur', 'msg', 'sad', 'already', 'lar', 'watching', 'tv', 'u', 'still', 'office']"
ham,"['yo', 'im', 'right', 'yo', 'work']"
ham,"['ok', 'darlin', 'supose', 'wa', 'ok', 'worry', 'muchi', 'film', 'stuff', 'mate', 'babysit', 'call', 'therexx']"
ham,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife']"
ham,"['wake', 'since', 'checked', 'stuff', 'saw', 'true', 'available', 'space', 'pls', 'call', 'embassy', 'send', 'mail']"
ham,"['nope', 'juz', 'work']"
ham,"['huh', 'fast', 'dat', 'mean', 'u', 'havent', 'finished', 'painting']"
ham,"['number', 'u', 'live']"
ham,"['put', 'party', 'day', 'week', 'study', 'lightly', 'think', 'need', 'draw', 'custom', 'checkboxes', 'know', 'hardcore']"
ham,"['sac', 'score', 'big', 'hundredhe', 'set', 'batsman']"
ham,"['send', 'yettys', 'number', 'pls']"
ham,"['much', 'cost', 'approx', 'per', 'month']"
ham,"['ok', 'theory', 'test', 'going', 'book', 'think', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free']"
spam,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', 'poboxwtgp']"
ham,"['thats', 'fine', 'give', 'call', 'know', 'want', 'ha', 'question']"
ham,"['sorry', 'got', 'late', 'start', 'way']"
ham,"['u', 'go', 'back', 'urself', 'lor']"
ham,"['gas', 'station', 'go']"
ham,"['k', 'u', 'bored', 'come', 'home']"
ham,"['babe', 'love', 'cover', 'face', 'kiss']"
ham,"['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'wa', 'awesome']"
ham,"['still', 'checked', 'da']"
ham,"['go', 'walmart', 'ill', 'stay']"
ham,"['havent', 'forgotten', 'might', 'couple', 'buck', 'send', 'tomorrow', 'k', 'love', 'ya']"
ham,"['oh', 'great', 'ill', 'disturb', 'talk']"
ham,"['reverse', 'cheating', 'mathematics']"
ham,"['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english']"
ham,"['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['oh', 'brand']"
ham,"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', 'waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']"
ham,"['time', 'coming']"
ham,"['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']"
ham,"['emailed', 'yifeng', 'part', 'oredi', 'get', 'fr']"
ham,"['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp']"
ham,"['minimum', 'walk', 'mile', 'day']"
ham,"['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema']"
ham,"['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']"
ham,"['dont', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'dont', 'care', 'enough', 'stop']"
spam,"['sorry', 'missed', 'call', 'let', 'talk', 'time', 'im']"
ham,"['please', 'attend', 'phone']"
ham,"['hate', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'even', 'messaged']"
ham,"['message', 'phone', 'im', 'holding']"
ham,"['im', 'free']"
ham,"['yo', 'trip', 'got', 'postponed', 'still', 'stocked']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['waiting', 'call', 'sir']"
ham,"['hey', 'reply', 'pa']"
ham,"['hey', 'elaine', 'today', 'meeting', 'still']"
ham,"['sorry', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'really', 'sorry']"
ham,"['tiime', 'dont', 'let', 'hug', 'dont', 'break', 'tear']"
ham,"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']"
ham,"['electricity', 'went', 'fml']"
ham,"['look', 'like', 'found', 'something', 'smoke', 'great', 'job']"
ham,"['also', 'andros', 'ice', 'etc', 'etc']"
ham,[]
ham,"['good', 'afternon', 'love', 'today', 'hope', 'good', 'maybe', 'interview', 'wake', 'miss', 'babe', 'passionate', 'kiss', 'across', 'sea']"
ham,"['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']"
ham,"['hows', 'watch', 'resizing']"
ham,"['dear', 'umma', 'called']"
ham,"['finished', 'missing', 'plenty']"
spam,"['complimentary', 'star', 'ibiza', 'holiday', 'cash', 'need', 'urgent', 'collection', 'landline', 'lose', 'boxskwpppm']"
ham,"['well', 'meant', 'opposed', 'drunken', 'night']"
ham,"['k', 'must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']"
spam,"['free', 'msgwe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', 'please', 'call', 'charge', 'refundedthis', 'call', 'free', 'bt', 'landline']"
ham,['ok']
ham,"['oops', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']"
ham,"['u', 'workin', 'overtime', 'nigpun']"
ham,"['kallis', 'dismissial', 'nd', 'test']"
ham,"['guess', 'got', 'screwd']"
spam,"['please', 'call', 'immediately', 'urgent', 'message', 'waiting']"
ham,"['im', 'meeting', 'call', 'later']"
ham,"['r', 'u', 'cooking', 'dinner']"
ham,"['ok', 'thanx']"
ham,"['bull', 'plan', 'wa', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']"
ham,['buy']
spam,"['urgent', 'mobile', 'number', 'ha', 'awarded', 'bonus', 'caller', 'prize', 'call', 'land', 'line', 'valid', 'hr']"
ham,"['heehee', 'wa', 'funny', 'tho']"
ham,"['doe', 'simple', 'arithmetic', 'percentage']"
ham,"['yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', 'sound']"
spam,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']"
ham,"['thanks', 'honey', 'great', 'day']"
ham,"['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']"
ham,"['good', 'night', 'dear', 'sleepwellamptake', 'care']"
ham,"['ask', 'dad', 'pick', 'lar', 'wan', 'stay', 'meh']"
ham,"['jus', 'chillaxin']"
ham,"['hey', 'da', 'cool', 'iknow', 'wellda', 'peril', 'studentfinancial', 'crisisspk', 'u', 'lr']"
ham,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feel', 'light', 'someone', 'feel', 'heavy', 'someone', 'leaf', 'goodmorning']"
spam,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'call']"
ham,"['whats', 'coming', 'hill', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'going', 'fine', 'busy', 'though']"
ham,"['joy', 'father', 'john', 'john', 'joy', 'father', 'u', 'th', 'hav', 'ltgt', 'iq', 'ti', 'ia', 'question', 'try', 'answer']"
ham,"['ill', 'obey']"
ham,"['didnt', 'search', 'online', 'let', 'know']"
ham,"['need', 'go', 'get']"
ham,"['pic', 'please', 'resend']"
ham,"['remains', 'bro', 'amongst', 'bros']"
ham,"['uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'youre', 'sick']"
ham,"['haf', 'enuff', 'space', 'got', 'like', 'mb']"
spam,"['life', 'ha', 'never', 'much', 'fun', 'great', 'came', 'made', 'truly', 'special', 'wont', 'forget', 'enjoy', 'one', 'gbpsms']"
spam,"['want', 'new', 'video', 'phone', 'anytime', 'network', 'min', 'inclusive', 'video', 'call', 'downloads', 'per', 'week', 'free', 'deltomorrow', 'call', 'reply']"
spam,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']"
spam,"['welcome', 'please', 'reply', 'age', 'gender', 'begin', 'eg']"
spam,"['freemsg', 'month', 'unlimited', 'free', 'call', 'activate', 'smartcall', 'txt', 'call', 'subscriptngbpwk', 'unlimited', 'call', 'help', 'stoptxt', 'stop', 'landlineonly']"
spam,"['mobile', 'mths', 'update', 'latest', 'orange', 'cameravideo', 'phone', 'free', 'save', 'free', 'textsweekend', 'call', 'text', 'yes', 'callback', 'orno', 'opt']"
spam,"['new', 'club', 'dont', 'fink', 'met', 'yet', 'b', 'gr', 'c', 'u', 'please', 'leave', 'msg', 'day', 'wiv', 'ur', 'area', 'reply', 'promised', 'carlie', 'x', 'callsminmobsmore', 'lkpoboxhpfl']"
ham,"['true', 'easier']"
ham,"['sure', 'since', 'parent', 'working', 'tuesday', 'dont', 'really', 'need', 'cover', 'story']"
ham,"['haha', 'okay', 'today', 'weekend', 'leh']"
ham,"['hi', 'darlin', 'youphone', 'im', 'athome', 'youwanna', 'chat']"
ham,"['dont', 'know', 'jack', 'shit', 'anything', 'id', 'sayask', 'something', 'helpful', 'want', 'pretend', 'text', 'whatever', 'response', 'hypotheticalhuagauahahuagahyuhagga']"
ham,"['youve', 'always', 'brainy', 'one']"
ham,"['yeah', 'get', 'random', 'dude', 'need', 'change', 'info', 'sheet', 'party', 'ltgt', 'never', 'study', 'safe']"
spam,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']"
ham,"['christmas', 'occasion', 'celebrated', 'reflection', 'ur', 'value', 'desire', 'affectionsamp', 'tradition', 'ideal', 'christmas']"
ham,"['sending', 'greeting', 'joy', 'happiness', 'gr', 'evening']"
ham,"['hi', 'darlin', 'cantdo', 'anythingtomorrow', 'myparents', 'aretaking', 'outfor', 'meal', 'u', 'free', 'katexxx']"
ham,"['india', 'win', 'level', 'series', 'mean', 'record']"
ham,['plan']
ham,"['good', 'hear']"
ham,"['awesome', 'deal', 'gate', 'charles', 'told', 'last', 'night', 'uh', 'yeah']"
ham,"['time', 'thinkin', 'goin']"
spam,"['get', 'free', 'mobile', 'video', 'player', 'free', 'movie', 'collect', 'text', 'go', 'free', 'extra', 'film', 'ordered', 'c', 'apply', 'yr']"
spam,"['save', 'money', 'wedding', 'lingerie', 'wwwbridalpetticoatdreamscouk', 'choose', 'superb', 'selection', 'national', 'delivery', 'brought', 'weddingfriend']"
ham,"['board', 'working', 'fine', 'issue', 'overheating', 'also', 'reslove', 'still', 'software', 'inst', 'pending', 'come', 'around', 'clock']"
ham,"['yes', 'dont', 'care', 'cause', 'know']"
ham,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukkal']"
ham,"['mon', 'okie', 'lor', 'haha', 'best', 'cheap', 'n', 'gd', 'food', 'la', 'ex', 'oso', 'okie', 'depends', 'whether', 'wana', 'eat', 'western', 'chinese', 'food', 'den', 'u', 'prefer']"
ham,"['sitting', 'ard', 'nothing', 'lor', 'u', 'leh', 'busy', 'w', 'work']"
ham,"['ltgt', 'k', 'oh', 'send', 'home', 'sale']"
ham,"['sorry', 'mail']"
ham,"['ya', 'telling', 'abt', 'tht', 'incident']"
ham,"['yes', 'outside', 'like', 'hour', 'called', 'whole', 'family', 'wake', 'cause', 'started']"
ham,"['ugh', 'got', 'outta', 'class']"
ham,"['nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'ever', 'oblisingately', 'opted', 'ur', 'book', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'wotz', 'ur', 'opinion', 'junna']"
ham,"['dont', 'file', 'bagi', 'wa', 'work', 'called', 'mei', 'tell', 'find', 'anything', 'room']"
ham,"['need', 'lar', 'jus', 'testing', 'e', 'phone', 'card', 'dunno', 'network', 'gd', 'thk', 'waiting', 'si', 'finish', 'bathing', 'bathe', 'dun', 'disturb', 'u', 'liao', 'u', 'cleaning', 'ur', 'room']"
ham,"['ok', 'ill', 'right', 'later']"
ham,"['friendship', 'poem', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'live', 'cheer', 'tear', 'u', 'r', 'always', 'dear', 'gud', 'ni']"
ham,"['lunch', 'come', 'quickly', 'open', 'door']"
spam,"['heard', 'u', 'call', 'night', 'knickers', 'make', 'beg', 'like', 'u', 'last', 'time', 'xx', 'luv', 'nikiyunet']"
ham,"['back', 'bit', 'long', 'co', 'accident', 'divert', 'via', 'wadebridgei', 'brilliant', 'weekend', 'thanks', 'speak', 'soon', 'lot', 'love']"
ham,"['k', 'yan', 'jiu', 'liao', 'sat', 'go', 'bugis', 'vill', 'one', 'frm', 'den', 'hop', 'parco', 'nb', 'sun', 'go', 'cine', 'frm', 'den', 'hop', 'orc', 'mrt', 'hip', 'hop']"
spam,"['bloomberg', 'message', 'center', 'wait', 'apply', 'future', 'httpcareers', 'bloombergcom']"
ham,"['seeking', 'lady', 'street', 'freak', 'sheet']"
ham,['phone']
ham,"['haha', 'figure', 'well', 'found', 'piece', 'priscillas', 'bowl']"
ham,"['actually', 'fuck', 'whatever', 'find', 'excuse', 'tampa', 'point', 'january', 'though']"
spam,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'validhrs']"
ham,"['yay', 'finally', 'lol', 'missed', 'cinema', 'trip', 'last', 'week']"
ham,"['day', 'working', 'dayexcept', 'saturday', 'sunday']"
ham,"['aathiwhere', 'dear']"
ham,"['heart', 'empty', 'without', 'love', 'mind', 'empty', 'without', 'wisdom', 'eye', 'r', 'empty', 'without', 'dream', 'amp', 'life', 'empty', 'without', 'frnds', 'alwys', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']"
ham,"['think', 'im', 'waiting', 'bus', 'inform', 'get', 'ever', 'get']"
ham,"['getting', 'back', 'time', 'soon']"
ham,"['hows', 'thing', 'quick', 'question']"
ham,"['night', 'ha', 'ended', 'another', 'day', 'morning', 'ha', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']"
ham,"['probably', 'come', 'everybodys', 'done', 'around', 'ltgt', 'right']"
ham,"['got', 'new', 'year', 'co', 'yetunde', 'said', 'wanted', 'surprise', 'didnt', 'see', 'money', 'returned', 'mid', 'january', 'ltgt', 'day', 'return', 'period', 'ended']"
ham,"['ask', 'around', 'lot', 'term', 'mids']"
ham,"['sure', 'check', 'yahoo', 'email', 'sent', 'photo', 'yesterday']"
ham,"['wa', 'looking']"
ham,"['wherres', 'boytoy']"
spam,"['want', 'new', 'video', 'phone', 'anytime', 'network', 'min', 'text', 'five', 'pound', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']"
ham,"['hello', 'love', 'go', 'day', 'wish', 'well', 'fine', 'babe', 'hope', 'find', 'job', 'prospect', 'miss', 'boytoy', 'teasing', 'kiss']"
ham,"['tell', 'bad', 'character', 'u', 'dnt', 'lik', 'ill', 'try', 'change', 'ltgt', 'add', 'tat', 'new', 'year', 'resolution', 'waiting', 'ur', 'replybe', 'frankgood', 'morning']"
ham,"['noi', 'got', 'rumour', 'going', 'buy', 'apartment', 'chennai']"
ham,"['yeah', 'probably', 'earlier']"
ham,"['change', 'window', 'logoff', 'sound']"
ham,"['still', 'checked', 'da']"
ham,"['im', 'also', 'came', 'room']"
ham,"['huh', 'got', 'lesson', 'lei', 'n', 'wa', 'thinkin', 'going', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']"
ham,['ok']
ham,"['reach', 'office', 'around', 'ltdecimalgt', 'amp', 'mobile', 'problem', 'cannt', 'get', 'voice', 'call', 'asa', 'ill', 'free']"
